省庁名,部局名,会計名,分類種類名,口座名,所在地,口座別合計価格　（円）,土地合計数量　（u）,土地合計価格　（円）,建物合計数量（建）　（u）,建物合計数量（延）　（u）,建物合計価格　（円）,立木竹価格　（円）,工作物価格　（円）,船舶数量,船舶価格　（円）,航空機数量,航空機価格　（円）,地上権等数量,地上権等価格　（円）,特許権等数量,特許権等価格　（円）,政府出資等価格　（円）,不動産の信託の受益権価格　（円）,都市計画区域,用途地域,建ぺい率,容積率
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（茨城森林管理署）東海村,茨城県那珂郡東海村大字村松,587132,1556.88,578667,0,0,0,8465,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（茨城森林管理署）笠間市,茨城県笠間市上市原外,1314055,10149.88,1309521,0,0,0,4534,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（茨城森林管理署）石岡市,茨城県石岡市大字石川字山崎,524177,1483.18,509259,0,0,0,14918,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（茨城森林管理署）桜川市,茨城県桜川市池上字大入,65308,440.56,65308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（千葉森林管理事務所）千葉市中央区,千葉県千葉市中央区宮崎１丁目１８番,7263086,3821.54,7261073,0,0,0,2013,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（千葉森林管理事務所）千葉市花見川区,千葉県千葉市花見川区畑町外,1833726,965.1,1833726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,200
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（千葉森林管理事務所）銚子市,千葉県銚子市天王台外,259425,2840.59,259425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（千葉森林管理事務所）君津市,千葉県君津市鹿野山字常緑平,35634,363.05,35634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（千葉森林管理事務所）富津市,千葉県富津市桜井総称鬼泪山外,1256743,25819.74,1256743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（千葉森林管理事務所）大多喜町,千葉県夷隅郡大多喜町大字伊保田,877978,9953.26,629833,104.12,104.12,248145,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外 外,都市計画用途地域指定なし 外,70,400
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（千葉森林管理事務所）横芝光町,千葉県山武郡横芝光町屋形字南川岸,222173,1133.88,222173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種住居地域,60,200
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（千葉森林管理事務所）長柄町,千葉県長生郡長柄町大字六地蔵,833452,21593.38,691932,0,0,0,141520,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（千葉森林管理事務所）市原市,千葉県市原市栢橋,3143,49.58,3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,100
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（千葉森林管理事務所）鴨川市,千葉県鴨川市北小町外,204171,4132.22,204171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（千葉森林管理事務所）南房総市,千葉県南房総市多田良字野房,180820,1561.47,180820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（東京神奈川森林管理署）箱根町,神奈川県足柄下郡箱根町畑引山,1,0,0,50.88,50.88,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（東京神奈川森林管理署）山北町,神奈川県足柄上郡山北町世附,4,0,0,344.98,344.98,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（東京神奈川森林管理署）大磯町,神奈川県中郡大磯町山王後,169211885,2138.34,169211885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,近隣商業地域,80,200
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（東京神奈川森林管理署）三宅村,東京都三宅島三宅村大字坪田,211132,4307.41,211132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（東京神奈川森林管理署）八丈町,東京都八丈島八丈町三根外,13902255,253275.46,13902255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,200
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（東京神奈川森林管理署）青ヶ島村,東京都青ケ島村越川外,172408,9537.18,172408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（東京神奈川森林管理署）八王子市,東京都八王子市高尾町,6154,68.05,6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（伊豆森林管理署）伊豆市,静岡県伊豆市湯ケ島外,654803,47601.76,654802,18.51,18.51,1,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,70,400
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),旧事業宿舎,静岡県賀茂郡松崎町峰輪字狭田６１番１外２,5778991,530.28,5778991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（伊豆森林管理署）熱海市,静岡県熱海市熱海外,2142422,33855.25,2142422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,40,200
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),旧西部製品事業所,静岡県賀茂郡西伊豆町大沢里祢宜畑字茶ノ木畑１０１４番７,4593146,740.83,4593146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（静岡森林管理署）御殿場市,静岡県御殿場市深沢１８１３番１外,2151916,33102.23,2151916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（静岡森林管理署）静岡市,静岡県静岡市葵区東草深町９番３外１,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（天竜森林管理署）浜松市北区,静岡県浜松市北区三ヶ日町外,273890,2828.54,273890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（天竜森林管理署）浜松市天竜区,静岡県浜松市天竜区春野町外,198277,20223.07,198277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,関東森林管理局,一般会計,普通財産(各省各庁所管),（小笠原総合事務所）小笠原村,東京都小笠原村父島境浦８４番５外,684575,6561.66,684575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,200
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),長野市,長野県長野市長野字大峯山,2078930,69550.31,2078930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),長和町,長野県小県郡長和町大門追分大門山国有林,42733,0,0,0,0,0,42733,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),御代田町,長野県北佐久郡御代田町大字塩野,71751800,388201.90,69786338,661.64,661.64,11,1956086,9365,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,60,200
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),小諸市,長野県小諸市田町２丁目３０７−５,4390720,274.42,4390720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種中高層住居専用地域,60,200
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),木祖村,長野県木曽郡木祖村大字薮原,95312,2131.45,95312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,60,200
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),王滝村,長野県木曽郡王滝村２５０８−３外,3,0,0,291.87,382.87,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),上松町,長野県木曽郡上松町大字上松１８８−１,43703220,3118.54,43703219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,非線引,工業地域,60,200
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),大桑村,長野県木曽郡大桑村大字須原４８７−１外,417974,6016.12,417974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,60,200
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),南木曽町,長野県木曽郡南木曽町大字読書３４１４−４,2540445,279.6,2540445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,60,200
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),立山町,富山県中新川郡立山町芦峅寺字ブナ坂,1387082,290458.26,1387082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,60,200
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),中津川市,岐阜県中津川市神坂字袖林,40341,548.81,40341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,60,200
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),旧岩村国有林,岐阜県恵那市岩村町字城山３−３５外３筆,154701992,275079.85,9817461,0,0,0,144884531,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,60,200
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),瀬戸市,愛知県瀬戸市鹿乗町,11074616,21850.51,11074616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,60,200
農林水産省,中部森林管理局,一般会計,普通財産(各省各庁所管),設楽町,愛知県北設楽郡設楽町津具字桧原山,625867,13877.75,625867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),敦賀市,福井県敦賀市松島１３０号字松原　元・松原国有林,35776,6084.04,35776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),熊野市,三重県熊野市有馬町大字有馬字有馬松原,10724,480.63,10724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),伊賀市,三重県伊賀市石川字青岳,1727790,77428.77,1727790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),大台町,三重県多気郡大台町大字大杉字水越谷,1,0,0,110.13,182.42,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),紀宝町,三重県南牟婁郡紀宝町井田,13626,610.7,13626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),大津市,滋賀県大津市上田上桐生町字一丈野外,1294737,25165.69,1294737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),京都市北区,京都府京都市北区上賀茂本山外,3106603,79250.14,3106603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),京都市東山区,京都府京都市東山区粟田口高台寺山町外,567701,14482.23,567701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),京都市伏見区,京都府京都市伏見区桃山町３０−２,9263,231.59,9263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,50,80
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),綾部市,京都府綾部市釜輪町字奥山,43766,1116.50,43766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),宇治市,京都府宇治市宇治折居３２外２,213624,5449.61,213624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種低層住居専用地域,50,80
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),大阪市北区,大阪府大阪市北区天満橋２丁目１−８,102507669,334.01,102507669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,準工業地域,60,300
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),神戸市長田区,兵庫県神戸市長田区池田宮町字梅ノ木畑,6081,111.48,6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),神戸市西区,兵庫県神戸市西区押部谷町高和字性海寺山外,101105016,1852873.19,101104616,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),姫路市高岡新町,兵庫県姫路市高岡新町５８６−１０１外２,101608115,2417.54,101608113,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),姫路市,兵庫県姫路市四郷町見野字西ノ山外,224430,4098.78,224030,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域 外,都市計画用途地域指定なし,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),西宮市,兵庫県西宮市甲山町甲山,1046514,19178.79,1046514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,50,100
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),芦屋市,兵庫県芦屋市剣谷５外３,995084,18058.99,985409,0,0,0,9675,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,30,50
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),三木市,兵庫県三木市福井字三木山外,1070748,19623.01,1070748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),太子町,兵庫県揖保郡太子町原郷ノ谷,100348,1839.05,100348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),香美町,兵庫県美方郡香美町村岡区入江字ホウキ,3213923,56224.26,3067954,0,0,0,145969,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),奈良市,奈良県奈良市赤膚町大字大亀谷１１４４−１,99767,3534.84,99767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),野迫川村,奈良県吉野郡野迫川村桧股,37737,1337.13,37737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),新宮市,和歌山県新宮市王子町１−５１５７−１４,29902,2354.88,29098,0,0,0,804,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),鳥取市,鳥取県鳥取市浜坂字伴山外,219833,13521.32,212354,0,0,0,7479,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域 外,都市計画用途地域指定なし 外,70,400
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),智頭町,鳥取県八頭郡智頭町穂見,1320086,84188.26,1320071,108.2,108.2,3,0,12,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),大山町,鳥取県西伯郡大山町大山,771488,49284.13,769475,0,0,0,2013,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),伯耆町,鳥取県西伯郡伯耆町丸山字槇ヶ原,139447,8892.56,139447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),益田市,島根県益田市高津字松崎,31083,2670.47,31083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),津和野町,島根県鹿足郡津和野町枕瀬字枕瀬２１８番１ほか,24589,2091.11,24589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),岡山市中区,岡山県岡山市中区大字湊字操山ほか,3187,119.3,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),新見市,岡山県新見市菅生字用郷山,7510,280.99,7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),備前市,岡山県備前市吉永町笹目字長谷東平,22351,836.25,22351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),和気町,岡山県和気郡和気町保曽字長津恵ほか,104746,3918.75,104746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,100
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),勝央町,岡山県勝田郡勝央町勝間田６９番,5375604,199116.01,5375593,176.37,176.37,3,0,8,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),広島市安佐北区,広島県広島市安佐北区白木町大字有留字鷹山,68701,1867.66,68701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引 外,都市計画用途地域指定なし,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),呉市,広島県呉市郷原町字大積山,1887032,51395.04,1882599,0,0,0,4433,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),三原市,広島県三原市八坂町字八坂山,9928,271.07,9928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),福山市,広島県福山市駅家町大字服部本郷字笛木山,6167,168.41,6167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,70,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),三次市十日市南,広島県三次市十日市南六丁目１７３７−１,1046036,46.96,1046034,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種住居地域,60,200
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),三次市,広島県三次市下志和地町大番山,28039,2023.14,28039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),坂町,広島県安芸郡坂町字森山,106877,2888.89,106877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化調整区域,都市計画用途地域指定なし,-,-
農林水産省,近畿中国森林管理局,一般会計,普通財産(各省各庁所管),萩市,山口県萩市大字羽島字舟戸,572941,30935.54,454795,0,0,0,118146,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),徳島市,徳島県徳島市住吉１丁目２４−２外３,23384821,320.34,23384820,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,市街化区域,第二種中高層住居専用地域,60,200
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),高松市,香川県高松市宮脇町２−９９８外,9180961,61848.69,9121691,0,0,0,59270,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),さぬき市,香川県さぬき市田面森行３１４０−２外,570066,4214.79,570066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),仲多度郡まんのう町,香川県仲多度郡まんのう町長尾字新古外,152910,5373.00,152910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),宇和島市,愛媛県宇和島市津島町槙川外,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),新居浜市,愛媛県新居浜市阿島字長谷,5365,307.28,5365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),上浮穴郡久万高原町,愛媛県上浮穴郡久万高原町大川乙８９７外,1258,261,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),喜多郡内子町,愛媛県喜多郡内子町小田深山,3,0,0,590.26,590.26,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),宿毛市,高知県宿毛市片島７５４−２外,4726611,650.69,4726611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,第一種住居地域,60,200
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),土佐清水市,高知県土佐清水市下ノ加江字ムクロジ山３３３６−１０、１１、１２（１２２７林班に１小班）,113016,14336.12,113016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),四万十市,高知県四万十市安並１７９４−１,34596815,9785.94,34500532,602.72,602.72,19,59520,36744,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,70,400
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),高知市,高知県高知市仁井田字並松林,9179,35.94,9179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,市街化区域,第一種中高層住居専用地域,60,200
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),香美市,高知県香美市樫谷字立割不寒冬山国有林,2902904,228277.67,2902903,15.32,15.32,1,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),長岡郡本山町,高知県長岡郡本山町本山字松ノ本２２８−２,13087,1226.44,13087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),土佐郡土佐町,高知県土佐郡土佐町瀬戸字ホリキリ８５１−３,1126,105.64,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),土佐郡大川村,高知県土佐郡大川村小松８５−２,8,0,0,273.67,273.67,5,0,3,0,0,0,0,0,0,0,0,0,0,-,-,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),南国市,高知県南国市陣山字東陣山１０２９番２外,904,60.94,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,60,200
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),香美市,高知県香美市土佐山田町楠目字下タ屋敷４１７−１,80570820,67366.90,80570812,158.77,158.77,6,0,2,0,0,0,0,0,0,0,0,0,0,非線引,都市計画用途地域指定なし,60,200
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),安芸市,高知県安芸市大井字屋式田乙１２３外,253269,251.01,253269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),馬路村,高知県安芸郡馬路村馬路天王宮３８８８番地外,1,188.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,都市計画区域外,都市計画用途地域指定なし,-,-
農林水産省,四国森林管理局,一般会計,普通財産(各省各庁所管),吾川郡いの町（局）,高知県吾川郡いの町長沢字栃ゲトロ２６５番地３外１,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-
